Acanthodesmia_micropora,Acanthodesmia_viniculata,Acanthosphaera_spp.,Acrobotrys_teralans,Acrosphaera_arktios,Acrosphaera_lappacea,Acrosphaera_mercurius,Acrosphaera_murrayana,Acrosphaera_spinosa,Actinomma_antarcticum,Actinomma_arcadophorum,Actinomma_boreale,Actinomma_delicatulum,Actinomma_hastatum,Actinomma_leptodermum_s.l.,Actinomma_medianum,Actinomma_popofskii,Actinomma_sol,Actinomma_spp.,Actinomma_trinacria,Actinosphaera_spp.,Amphiplecta_acrostoma,Amphirhopalum_ypsilon,Anomalocantha_dentata,Antarctissa_denticulata,Antarctissa_spp.,Antarctissa_strelkovi,Stichopilidium_kruegeri,Anthocyrtidium_zanguebaricum,Arachnocorys_umbellifera,Archipilium_orthopterum,Artobotrys_borealis,Artostrobus_annulatus,Artostrobus_joergenseni,Axoprunum_stauraxonium,Botryocephalina_armata,Botryocyrtis_scutum,Botryopyle_cribrosa,Botryopyle_inflata,Botryostrobus_aquilonaris,Botryostrobus_auritus/australis,Botryostrobus_spp.,Callimitra_spp.,Carpocanarium_papillosum,Carpocanistrum_spp.,Cenosphaera_cristata,Cenosphaera_perforata,Cenosphaera_spp.,Ceratocyrtis_histricosa,Circodiscus_microporus,Cladococcus_abietinus,Cladoscenium_ancoratum,Cladoscenium_limbatum,Cladoscenium_sp._1,Cladoscenium_tricolpium,Clathrocanium_coarctatum,Corythospyris_stapedius,Collosphaera_tuberosa,Collosphaerid,Cornutella_profunda,Corocalyptra_craspedota,Pseudodictyophimus_horrida,Cubotholus_spp.,Cycladophora_bicornis,Cycladophora_davisiana_cornutoides,Cycladophora_davisiana_davisiana,Cypassis_irregularis,Cypassis_spp.,Cyrtopera_laguncula,Dendrospyris_spp.,Dictyocoryne_profunda,Dictyocoryne_truncatum,Dictyophimus_archipilium,Pterocanium_auritum,Dictyophimus_crisiae/hirundo,Dictyophimus_infabricatus,Dictyophimus_killmari,Dictyophimus_spp.,Didymocyrtis_tetrathalamus,Stylatractus_ostracion,Druppatractus_variabilis,Enneaphormis_rotula,Euchitonia_elegans/furcata_gr.,Eucyrtidium_acuminatum,Eucyrtidium_annulatum,Eucyrtidium_cienkowskii,Eucyrtidium_hexagonatum,Eucyrtidium_octocolum,Eucyrtidium_spp.,Eucyrtidium_teuscheri,Euphysetta_elegans,Euphysetta_nathorstii,Euphysetta_staurocodon,Gondwanaria_campanulaeformis,Gondwanaria_dogieli,Gondwanaria_spp.,Gonosphaera_primordialis,Heliodiscus_asteriscus,Hexacontium_enthacanthum,Hexacontium_gigantheum,Hexacontium_melpomene,Hexacontium_pachydermum,Hexapyle_dodecantha,Hexastylus_spp.,Hymeniastrum_euclidis,Lamprocyclas_hannai,Lamprocyclas_maritalis_s.l.,Lamprocyrtis_nigriniae,Lampromitra_coronata,Litheliidae/Pyloniidae,Larcopyle_buetschlii,Larcopyle_pylomaticus,Larcopyle_weddellium,Larcospira_bulbosa,Larcospira_quadrangula,Larnacilla_typus,Lipmanella_bombus,Lipmanella_dictyoceras,Liriospyris_reticulata,Litharachnium_tentorium,Lithelius_minor,Lithelius_nautiloides,Lithelius_sp._1,Lithocampe_?_furcaspiculata,Lithocampe_?_platycephala,Lithomelissa_setosa,Lithomelissa_sp._B,Lithomelissa_hystrix,Lithomelissa_laticeps,Lithomelissa_sp._A,Lithomelissa_thoracites,Lonchosphaera_spicata,Lophophaena_buetschlii,Lophophaena_hispida,Lophospyris_pentagona,Mitrocalpis_araneafera,Solenosphaera_zanguebarica,Peridium_longispinum,Peripyramis_circumtexta,Peromelissa_phalacra,Phormacantha_hystrix,Phormospyris_stabilis,Phormostichoartus_corbula,Phorticium_clevei,Plectacantha_cremastoplegma,Plectacantha_oikiskos,Plectopyramis_dodecomma,Protocystis_balfouri,Protocystis_harstoni,Protocystis_swirei,Pseudocubus_obeliscus,Pseudodictyophimus_platycephalus,Pseudodictyophimus_bicornis,Pseudodictyophimus_gracilipes,Pseudodictyophimus_gracilipes_multispinus,Pterocanium_praetextum_eucolpum,Pterocanium_praetextum_praetextum,Pterocanium_charybdeum,Pterocorys_clausus/zancleus,Pterocorys_hertwigii,Pteroscenium_pinnatum,Pylospira_octopyle,Rhizoplegma_boreale,Saccospyris_antarctica,Saccospyris_conythorax,Saturnalis_circularis,Schizodiscus_stylotrochoides,Sethoconus_tabulatus,Siphocampe_arachnea,Siphocampe_lineata,Siphonosphaera_socialis,Sphaeropyle_antarctica,Sphaeropyle_robusta,Sphaerozoum_punctatum,Spongaster_tetras,Spongocore_cylindricus,Spongodiscus_resurgens,Spongopyle_osculosa,Spongotrochus/Spongopyle_spp.,Spongotrochus_glacialis,Spongurus_sp._cf._S._elliptica,Stichocorys_seriata,Stichopilium_bicorne,Stylatractus_neptunus,Stylatractus_sp._A,Stylatractus_spp.,Stylochlamydium_asteriscus,Stylochlamydium_spp.,Stylochlamydium_venustum,Stylodictya_aculeata,Stylodictya_spp.,Stylodictya_tenuispina,Stylodictya_validispina,Styptosphaera_spumacea,Tetraphormis_dodecaster,Tetrapyle_octacantha/stenozona,Theocorys_veneris,Theocorythium_trachelium,Tholospyris_gephyristes,Triceraspyris_antarctica,Trissocyclidae,Trisulcus_testudus,Trisulcus_triacanthus,Zygocircus_productus_gr.
0,0,0,0,0,0,0,0,0,0.775193798,0,0.775193798,2.325581395,2.713178295,3.100775194,1.162790698,0.387596899,0,6.589147287,0.387596899,0,0,0,0,3.100775194,0,0.775193798,0,0,0,0,0,0,0.775193798,0,0,0,0,0.387596899,1.162790698,0,0.387596899,0,0,0,0.775193798,0,2.325581395,1.162790698,0,0,0,0,0,0,0,0,0,0,0,1.550387597,0,0,11.24031008,0,1.937984496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387596899,0,0,0,0,0,0,0,0,0,0.387596899,0,0,0,0.775193798,0,0.775193798,0,0.387596899,0.775193798,0,0,0,0.387596899,0,0.775193798,0,0,0.387596899,0,0,0,0,1.937984496,0,0,0,0,0,0,0,0,0.387596899,0,1.162790698,0,0,0,0,0,0,0.775193798,0,0,0,0,11.24031008,0,0,0,0,0,0,0,0,0,0.387596899,0,0,0,0.387596899,3.488372093,0,0,0,0,0,0,0,0.775193798,0,0,0,0,0,0,0,0,0,0,7.364341085,9.302325581,3.488372093,0,0,0,2.325581395,0,0,0,0,1.550387597,0,0,1.162790698,0,0,0.387596899,1.550387597,0,0.387596899,0,0.387596899,0,0,0,0
0,0,0.418410042,0,0,0,0,0,0,0.836820084,0,1.673640167,2.510460251,0,0.836820084,0.836820084,2.092050209,0,6.276150628,1.255230126,0,0,0,0.418410042,2.510460251,0,1.673640167,0,0,0,0,0,0,0,1.673640167,0,0,0,0,0.418410042,0.418410042,0,0,0,0,0,0,3.347280335,0.836820084,0,0,0,0,0,0,0,0,0,0,0,1.255230126,0,0,11.29707113,0,2.510460251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418410042,0,0,0,0,0,0,0,0,0,0,0,0,0.836820084,0,0,0,0,0,0,0.836820084,1.255230126,1.255230126,0,0,0,0.836820084,0,0,0,0,0,0,0,0,0,2.092050209,0.418410042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.786610879,0,0,0.418410042,0,0,0,0,0,0,0,0,0,0,0,2.928870293,0,0,0,0,0,0,0,0.418410042,0,0,0,0,0,0,0,0,0,0,11.71548117,11.29707113,2.092050209,0,0,0,2.092050209,0,0,0,0,0.418410042,0,0,2.928870293,0,0,0.836820084,0.836820084,0,1.255230126,0,0.418410042,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296735905,0,0,0,0,0,0,0,0,0,25.81602374,8.308605341,5.934718101,0,0,0,0,0,0,0.59347181,0,0,0,0,0,0,1.483679525,0.296735905,0,0,0,0,0,0,0.59347181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59347181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296735905,0,0,0,0,0,0,0,0,0,0.296735905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.560830861,0.296735905,0,0,0,0,0.296735905,0,0,0,0,0,0.296735905,0,0,0,1.78041543,0,0,0,8.902077151,0,0,0,0,0,0,0,0,0,0,3.857566766,0,0,0.296735905,0,0.296735905,0,0.296735905,0,0.296735905,0,0,0,0.296735905,0,0,0,0,0,0,0,0,0.296735905,0,0,0,0,0,1.18694362,0,0,0,0,0,0,0,0,0,9.198813056,0,0,0,0,0,0,0,0,0,0,0,0,0.890207715,0,0,0,0,0,0,0,0.296735905,0,0,0,4.154302671
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213675214,0,0,0,0,0,27.99145299,10.68376068,9.401709402,0,0,0,0,0,0.427350427,0.213675214,0,0,0,0,0,0,0.854700855,0,0,0,0,0,0,0,0.641025641,0,0,0.213675214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213675214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.136752137,0.213675214,0,0,0,0,0,0,0,0,0,0,0.427350427,0,0,0.213675214,0.213675214,0,0,0,7.264957265,0,0,0,0,0,0,0,0,0,0,3.846153846,0,0,1.068376068,0,0.427350427,0,0,0,0,0,0,0,0.213675214,0,0,0,0,0,0,0,0,0.213675214,0.641025641,0,0,0,0,0.854700855,0,0,0,0,0,0,0,0,0,10.47008547,0.213675214,0,0,0,0,0,0,0,0,0,0.213675214,0,0.641025641,0,0,0,0,0,0,0,1.068376068,0,0.641025641,0,1.923076923
0,0,0,0,0,0,0,0,0,0,0,1.587301587,0,0,1.058201058,0,0,0,0,0,0,0,0,0,59.52380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4021164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.587301587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264550265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529100529,0,0,0,0,0,0,0,0,1.322751323,0,0,0.529100529,1.322751323,0,0,0,0,1.058201058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529100529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,4.497354497,0,2.380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264550265,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2.877697842,0,0,1.918465228,0,0,0,0,0,0,0,0,0,60.91127098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.94964029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.199040767,0,0,0,0,0,0,0,0,0.239808153,0,0,0,0,0,0.479616307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.357314149,0,0,0,0,0,0,0,0,0.71942446,0,0,0.71942446,0.479616307,0,0,0,0,0.71942446,0,0,0,0,0,0,0,0,0,0,0,0,0,1.918465228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.316546763,0,0,0,0,0,0,0,0,0,0,0,0,0,1.199040767,0,4.076738609,0,0,0,0,0,0,0,0,0,0.71942446,0,0,0,0,0,0,0,0,0,1.199040767,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2.544529262,0,0,2.290076336,0,0,0,0,0,0,0,0,0,58.2697201,0,0,0,0,0,0,0,0.254452926,0.508905852,0,0,0,0,0,0,0,0,0,0,0,10.17811705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254452926,0,1.781170483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508905852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.781170483,0,0,0,1.272264631,0,0,0,0.254452926,1.272264631,0,0,1.017811705,2.290076336,0,0,0,0,3.562340967,0,0,0,0,0,0,0,0,0,0,0,0,0,1.781170483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.089058524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.798982188,0,0,0,0,0,0,0,0,0,2.03562341,0,0,0,0,0,0,0,0,0,0.254452926,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1.428571429,0,0,1.071428571,0,0,0,0,0,0,0,0,0,50.35714286,0,0,0,0,0,0,0,0.357142857,0.357142857,0,0,0,0,0,0,0,0,0,0,0,6.785714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0,6.785714286,0,0,0,0,0,0,0,0,2.142857143,0,0,0,0,0,3.214285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,1.071428571,0,0,0,1.071428571,0.714285714,0,0,1.428571429,3.928571429,0,0,0,0,2.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428571429,0,5.714285714,0,0,0,0,0,0,0,0,0,1.785714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.646551724,0.431034483,0,0,0,0,0,0,0,0,0.862068966,0,0,0.215517241,0,0,0.215517241,0.431034483,0,0,0,0,0,0,0,0,0,0,0.431034483,0,0,0.215517241,1.077586207,0,0.215517241,0.862068966,0,0.215517241,3.017241379,3.448275862,0,0.215517241,0.431034483,1.293103448,0,1.293103448,0,0.431034483,0,0,0,0,0,0,0.215517241,0.862068966,0,4.956896552,3.232758621,0.431034483,0,0.215517241,2.155172414,0.215517241,0.215517241,0.215517241,0,0,0,0,0,0,0,0.431034483,0.215517241,0.215517241,0,1.293103448,0,1.50862069,0,0,0,0,0,0,0,2.155172414,0,0,0,0,0,0,0,0,0.431034483,1.077586207,0.431034483,0.431034483,0,0.862068966,0.431034483,1.939655172,0,0,0.215517241,0.215517241,2.801724138,1.724137931,0,1.077586207,0,0.431034483,1.724137931,0.215517241,0,0.215517241,0.646551724,3.663793103,0,0,0.215517241,0.862068966,0.862068966,0,0,0,0,3.663793103,0,1.50862069,2.370689655,0.431034483,0,0,1.293103448,0,1.724137931,0,0.215517241,0.215517241,0,0,0,0,0,0,0,0.215517241,0.215517241,0,2.370689655,0,1.50862069,0,0.215517241,4.74137931,0.215517241,0,1.293103448,0,0,0,0,1.077586207,0.215517241,0.431034483,0.862068966,0,0,0,0,0.431034483,0.215517241,0,1.939655172,0,0,0,0,0.215517241,0,0,0,0.862068966,0,0.431034483,1.077586207,0,0,1.939655172,0,0,8.620689655,1.077586207,0.646551724,0,0,1.50862069,0,0,0
0,0.975609756,0.325203252,0,0,0,0,0,0,0,0,0.325203252,0,0,1.300813008,0,0,0.975609756,0.162601626,0,0,0.325203252,0,0,0,0,0,0.162601626,0.487804878,0,0,0,0.81300813,0.81300813,0,0,0.81300813,0,0.650406504,3.902439024,3.414634146,0,0,0.975609756,2.601626016,0,0.487804878,0,0,0,0,0,0,0,0,1.138211382,0.650406504,0,4.715447154,3.739837398,0.487804878,0,0.162601626,0.975609756,0.487804878,0.325203252,0.162601626,0,0.325203252,0,0,0,0,0,0.975609756,0.487804878,0,0,1.62601626,0,1.300813008,0,0,0,0,0,0,0,1.463414634,0,0,0,0,0,0,0,0,0.325203252,0.162601626,0,0,0,0.650406504,0.487804878,1.951219512,0.325203252,0.650406504,0,0.325203252,0.975609756,1.138211382,0,2.113821138,0,0.162601626,3.739837398,0.162601626,0,0,0,5.203252033,0.162601626,0,0.325203252,0.81300813,0.81300813,0,0,0.162601626,0,3.25203252,0,0.487804878,0.325203252,0.325203252,0,0,1.300813008,0,0.487804878,0,0,0.162601626,0.162601626,0,0,0,0,0,0,0.325203252,0.325203252,0,1.951219512,0,0.975609756,0,0.487804878,2.43902439,0,0,0.81300813,0.162601626,0,0,0.162601626,0,0,0.650406504,0.487804878,0,0,0,0,0,1.300813008,0,2.276422764,0,0.162601626,0,0,0.162601626,0.487804878,0,0,0.325203252,0,0.650406504,1.62601626,0,0,2.113821138,0.325203252,0,9.756097561,0.487804878,0.81300813,0,0.325203252,1.62601626,0,0.487804878,0
0,0,0,0,0,0,0,0,0,0,0,1.713062099,0,0,1.070663812,0.214132762,0,0.428265525,0,0,0,0.428265525,0,0,0,0,0.428265525,0,0,0,0,0,1.498929336,0.642398287,0,0.214132762,0.856531049,0,3.426124197,3.426124197,3.640256959,0,0,0.856531049,0.642398287,0,0.642398287,0,0.214132762,0,0,0,0,0,0,0,0.214132762,0,0.642398287,3.640256959,0.642398287,0,0,0.428265525,0.642398287,1.927194861,0,0,0,0,0,0,0,0,0.428265525,0.214132762,0,0,0.428265525,0,1.927194861,0,0,0,0,0,0,0,1.927194861,0,0,0,0,0,0,0,0,0.214132762,0.214132762,0,0,0,0.214132762,0.642398287,1.070663812,0.642398287,0,0,0.214132762,1.070663812,0.428265525,0,0.642398287,0,0,0.856531049,0,0,0,0.428265525,1.498929336,0,0,0.642398287,1.927194861,11.77730193,0,0,0,0,6.423982869,0,0.214132762,0.428265525,0,0,0,1.498929336,0.428265525,0.642398287,0,0,0,0.642398287,0,0,0,0,0,0,0.642398287,0.428265525,0,3.211991435,0,0.214132762,0,0,2.355460385,0,0,0.642398287,0,0,0,0,0.856531049,0.214132762,3.211991435,0.214132762,0,0,0,0,0,0.214132762,0,1.713062099,0,0.428265525,0,1.070663812,0.214132762,0,0,0,0,0,0.856531049,1.927194861,0,0,1.498929336,0,0,4.068522484,0.214132762,1.284796574,0,0,1.927194861,0,1.070663812,0
0,0,0.589390963,0.196463654,0,0,0,0,0,0,0,0.982318271,0,0,0.392927308,0.982318271,0,0.785854617,0,0,0,0.196463654,0,0,0,0,4.518664047,0,0,0,0,0,0,0.785854617,0,0,0,0,2.946954813,4.322200393,4.322200393,0,0,1.571709234,0.982318271,0,1.178781925,0,0.785854617,0,0,0,0,0,0,0.196463654,0,0,0.196463654,2.161100196,0.589390963,0,0,1.37524558,2.161100196,3.536345776,0,0,0.196463654,0,0,0,0,0,0.785854617,0,0,0,0,0,1.37524558,0,0,0,0,0,0,0,1.964636542,0,0,0,0,0,0,0,0,0.196463654,0.589390963,0,0,0,0.589390963,0,1.37524558,0.392927308,0.196463654,0,0,2.357563851,0.982318271,0.785854617,0.785854617,0,0,0.589390963,0,0,0,0,1.37524558,0.196463654,0,1.37524558,2.357563851,8.251473477,0,0,0,0.392927308,2.554027505,0,0,0,0.196463654,0,0,0.196463654,0.392927308,0,0,0,0,1.571709234,0,0,0,0,0,0,1.178781925,0.392927308,0,0.982318271,0,0.392927308,0,0,4.911591356,0,0,0.785854617,0,0.392927308,0,0.196463654,0,0.589390963,1.178781925,0,0,0,0,0,0,0.196463654,0,5.304518664,0,0,0,0.392927308,0,0.392927308,0,0,0.392927308,0,2.161100196,1.178781925,0,0,1.571709234,0,0,5.304518664,0,0.982318271,0,0,0.392927308,0,0.589390963,0
0,0,0.826446281,0,0,0,0,0,0,0,0,0.275482094,0,0,2.754820937,0,0,0.275482094,0,0,0,0,0,0,0,0,1.101928375,0,0,0,0,0.275482094,2.203856749,0.275482094,0,1.928374656,0,0,3.581267218,2.203856749,1.928374656,0,0,0.275482094,0,0,0.826446281,0,0.275482094,0,0,0,0,0,0,0,0,0,0,1.928374656,3.305785124,0,0,3.305785124,1.377410468,1.652892562,0,0,0,0,0,0,0,0,1.377410468,0,0,0,0,0,1.101928375,0,0,0,0,0,0,0,1.652892562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275482094,0.275482094,0.826446281,0,0,0.550964187,0.550964187,0.826446281,0,3.305785124,0,0,1.652892562,0,0,0,0,2.203856749,0,0,2.203856749,2.479338843,12.9476584,0,0,0,0,3.856749311,0,0,0,0.275482094,0,0,0.550964187,0.275482094,0,0,0,0,3.305785124,0,1.101928375,0,0,0,0,0.826446281,0.550964187,0,3.856749311,0,0.275482094,0,0,1.101928375,0,0,0.826446281,0,0.275482094,0,0.275482094,1.652892562,0,1.652892562,0,0,0,0,0,0,0,0,3.03030303,0,0.275482094,0,0,0,0.275482094,0,0,0.550964187,0,2.754820937,1.101928375,0,0,1.101928375,0.550964187,0,1.928374656,0,0,0,0.550964187,0.826446281,0,1.101928375,0
0,0,0,0,0,0,0,0,0,0,0,0.900900901,0,0,1.081081081,0,0,0.720720721,0,0,0,0,0,0,0.18018018,0,11.89189189,0,0,0,0,0.18018018,0.36036036,0.18018018,0,0.18018018,0,0,2.522522523,3.423423423,1.261261261,0,0,0.900900901,0,0,1.441441441,0,0,0,0,0,0,0,0,0,0,0,0,1.261261261,1.081081081,0,0,5.225225225,0.36036036,4.324324324,0,0,0,0,0,0,0,0,0.720720721,0,0.18018018,0,0,0,1.081081081,0,0,0,0,0,0,0,0.540540541,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720720721,0,0,0.18018018,0,0,0,1.801801802,0.18018018,0.720720721,1.621621622,0,0,2.882882883,0,0,0,0,2.522522523,0.18018018,0,2.882882883,2.522522523,10.27027027,0,0,0,0.720720721,2.342342342,0,0,0.18018018,0,0,0,1.261261261,0.18018018,0,0,0,0.18018018,7.207207207,0,0,0,0,0,0,0,0.540540541,0,3.423423423,0,0,0,0,1.261261261,0,0,0.540540541,0,0.540540541,0,0.18018018,0.900900901,0.18018018,0.900900901,0,0,0,0,0,0,0,0,4.324324324,0,1.081081081,0,0.18018018,0,0.720720721,0,0,0,0,0.540540541,1.801801802,0,0,0.36036036,0,0,1.621621622,0,0,0,0.18018018,0,0,0.540540541,0
